english	german	russian
Beveren	Beveren	Беверен
Saxe-Gotha-Altenburg	Herzogtum_Sachsen-Gotha-Altenburg	Саксен-Гота-Альтенбург
Hluboká_Castle	Schloss_Hluboká_nad_Vltavou	Замок_Глубока
	Endstufe	
Doctorate	Promotion_(Doktor)	
Riverside_(band)	Riverside_(Band)	Riverside
Marcus_Ehning	Marcus_Ehning	
International_Research_Center_for_Japanese_Studies	Kokusai_Nihon_Bunka_Kenkyū_Center	
1939	1939	1939_год
Katie_Fforde	Katie_Fforde	
	Dover_Sun_House	
Kabul	Kabul	Кабул
Blauw-Wit_Amsterdam	Blauw_Wit_Amsterdam	Блау-Вит_(футбольный_клуб)
French_Academy_of_Sciences	Académie_des_sciences	Французская_академия_наук
Swiss_Congregation	Schweizerische_Benediktinerkongregation	
Charles_J._Adams_(Vermont_politician)	Charles_J._Adams	
Livonia	Livland	Ливония
	Königsberger_Kleinbahn	
	Erich_Hänzi	
	Oberlandesgericht_Düsseldorf	
Linum	Lein	Лён
Breeches_role	Hosenrolle	Брючная_роль
	Roggendorf_(Adelsgeschlecht)	
	Kōchikai	
	Kakau_(Schmölln)	
God	Gott	Бог
Expo_2000	Expo_2000	Всемирная_выставка_(2000)
Downieville,_California	Downieville_(Kalifornien)	
Cretaceous	Kreide_(Geologie)	Меловой_период
	Deutsches_Literaturarchiv_Marbach	
	Hohenhagen_(Remscheid)	
Bastia	Bastia	Бастия
San_Miguel_de_Tucumán	San_Miguel_de_Tucumán	Сан-Мигель-де-Тукуман
Curaçao	Curaçao	Кюрасао
Úrvalsdeild_karla_(football)	Pepsideild	Чемпионат_Исландии_по_футболу
Heide_Göttner-Abendroth	Heide_Göttner-Abendroth	
Alte_Oder	Alte_Oder	
	Ottis_Schlachthof	
Erin_Hunter	Erin_Hunter	Эрин_Хантер
St._Vitus_Cathedral	Veitsdom	Собор_Святого_Вита
Technical_director	Technischer_Direktor	
Conservation_(ethic)	Naturschutz	Охрана_природы
University_of_Wales	University_of_Wales	Уэльский_университет
Karlskirche	Wiener_Karlskirche	Карлскирхе
1937	1937	1937_год
SC_Opel_Rüsselsheim	SC_Opel_Rüsselsheim	
	Raphael_Keppel	
Bill_Martin_(musician)	Bill_Martin_(Musiker)	
	Steponavičius	
Atsushi_Sugie	Atsushi_Sugie	Сугиэ,_Ацуси
1905_French_law_on_the_Separation_of_the_Churches_and_the_State	Gesetz_zur_Trennung_von_Kirche_und_Staat_(Frankreich)	Закон_о_разделении_церквей_и_государства
	Tatort:_Klingelingeling	
Neoliberalism	Neoliberalismus	Неолиберализм
Alfredo_Di_Stéfano	Alfredo_Di_Stéfano	Ди_Стефано,_Альфредо
	Proaig_Bay	
Shiri_Appleby	Shiri_Appleby	Эпплби,_Шири
Frenzy	Frenzy	Исступление
November_7	7._November	7_ноября
Rhenish_Warmblood	Rheinisches_Warmblut	
	Ahnfrau	
Fox_Theatre_(Atlanta)	Fox_Theatre_(Atlanta)	
Varano_Borghi	Varano_Borghi	Варано-Борги
Tide	Gezeiten	Прилив_и_отлив
University_of_Glasgow	University_of_Glasgow	Университет_Глазго
Yangquan	Yangquan	Янцюань
	Benediktinerkloster	
Mark_McNally_(cyclist)	Mark_McNally	
Preamble	Präambel	Преамбула
Roger_Hanin	Roger_Hanin	Анен,_Роже
Slavery	Sklaverei	Рабство
Hectare	Hektar	Гектар
Altenfeld	Altenfeld	Альтенфельд
Rubble	Bruchstein	Бутовый_камень
Facebook	Facebook	Facebook
Prince_Edward_Island_Route_1	Prince_Edward_Island_Route_1	
Chungju	Chungju	Чхунджу
Wigmore_Hall	Wigmore_Hall	
Austrian_Armed_Forces	Bundesheer	Вооружённые_силы_Австрии
Eder	Eder	Эдер_(приток_Фульды)
United_States	Vereinigte_Staaten	Соединённые_Штаты_Америки
Bad_Godesberg	Bad_Godesberg	Бад-Годесберг
Berlin_State_Library	Staatsbibliothek_zu_Berlin	Берлинская_государственная_библиотека
Janne_Friederike_Meyer	Janne_Friederike_Meyer-Zimmermann	
	Landkreis_Gera	
	Liste_der_Braunkohletagebaue_im_Meuselwitz-Altenburger_Braunkohlerevier	
Sports_club	Sportverein	Спортивный_клуб
Direct_digital_synthesis	Direct_Digital_Synthesis	Цифровой_вычислительный_синтезатор
Bowl_Championship_Series	Bowl_Championship_Series	
Fred_Lonberg-Holm	Fred_Lonberg-Holm	
Eurovision_Song_Contest_1988	Eurovision_Song_Contest_1988	Евровидение-1988
Entertainment_Software_Rating_Board	Entertainment_Software_Rating_Board	Entertainment_Software_Rating_Board
Pilaster	Pilaster	Пилястра
Nihondaira_Observatory	Nihondaira-Observatorium	Обсерватория_Нихондайра
Berlin–Dresden_railway	Bahnstrecke_Berlin–Dresden	
Oregon-Nashua_Township,_Ogle_County,_Illinois	Oregon-Nashua_Township	
Spectrum_analyzer	Spektrumanalysator	Анализатор_спектра
Chemnitz	Chemnitz	Хемниц
Stefan_Lindemann	Stefan_Lindemann_(Eiskunstläufer)	Линдеманн,_Штефан
Brandenburg	Brandenburg	Бранденбург
Battle_of_the_Somme	Schlacht_an_der_Somme	Битва_на_Сомме
DreamWorks_Animation	DreamWorks_Animation	DreamWorks_Animation
Markku_Salminen	Markku_Salminen	
Auxiliary_sciences_of_history	Historische_Hilfswissenschaften	Вспомогательные_исторические_дисциплины
1928_Tour_de_France	Tour_de_France_1928	
Tennis_at_the_2000_Summer_Olympics_–_Men's_singles	Olympische_Sommerspiele_2000/Tennis/Herreneinzel	
Court_of_Arbitration_for_Sport	Internationaler_Sportgerichtshof	Спортивный_арбитражный_суд
Adam_Bałdych	Adam_Bałdych	Балдых,_Адам
Gladiator	Gladiator	Гладиатор
Varese	Varese	Варесе
1982–83_European_Cup	Europapokal_der_Landesmeister_1982/83	Кубок_европейских_чемпионов_1982/1983
Liège_Province	Provinz_Lüttich	Льеж_(провинция)
January_16	16._Januar	16_января
New_Latin	Neulateinische_Literatur	
German_Reich	Deutsches_Reich	Германский_рейх
HTC_One_(M7)	HTC_One	HTC_One_(смартфон)
Grafenhausen	Grafenhausen	Графенхаузен
Dorowo	Dorowo	
Inta	Inta	Инта
Lysis_(dialogue)	Lysis_(Platon)	
Sculpture_garden	Skulpturengarten	
BBC	British_Broadcasting_Corporation	Би-би-си
V-1_flying_bomb	Fieseler_Fi_103	Фау-1
Tunliu_District	Tunliu	Туньлю
Correspondence_chess	Fernschach	Заочные_шахматы
Last_Judgment	Jüngstes_Gericht	Страшный_суд
Julian_Rachlin	Julian_Rachlin	Рахлин,_Юлиан_Михайлович
	Moïse_et_Pharaon	
Liga_MX	Liga_MX	Чемпионат_Мексики_по_футболу
	Christa_Mulack	
Toronto	Toronto	Торонто
	Bahnstrecke_Windsor–Burlington	
Jesus	Jesus_Christus	Иисус_Христос
Non-volatile_memory	Nichtflüchtiger_Datenspeicher	
Aral_AG	Aral	
Chester_Bennington	Chester_Bennington	Беннингтон,_Честер
Overburden_pressure	Lithostatischer_Druck	
Vascular_surgery	Gefäßchirurgie	
USL_Dunkerque	USL_Dunkerque	
Eurovision_Song_Contest_2002	Eurovision_Song_Contest_2002	Евровидение-2002
	Aktivist	
	Lahnmarmor	
	Bahnstrecke_Zeitz–Altenburg	
Rockport,_Texas	Rockport_(Texas)	Рокпорт_(Техас)
Animator	Animator_(Film)	Художник-мультипликатор
Jack_Paar	Jack_Paar	
Cancer_Bats	Cancer_Bats	
	Tijmen_Eising	
Kaarel	Kaarel	
Dynamics_(music)	Dynamik_(Musik)	Динамика_(музыка)
Transylvania	Siebenbürgen	Трансильвания
Freya_von_Moltke	Freya_von_Moltke	Мольтке,_Фрея_фон
Structural_geology	Strukturgeologie	Структурная_геология
Die_Rosenheim-Cops	Die_Rosenheim-Cops	
Philadelphia	Philadelphia	Филадельфия
	Mascioni_Orgelbau	
Norddeutscher_Rundfunk	Norddeutscher_Rundfunk	Norddeutscher_Rundfunk
	Nasspressstein	
Henry_the_Fowler	Heinrich_I._(Ostfrankenreich)	Генрих_I_Птицелов
	Vorblatt	
Manoeuvring_thruster	Querstrahlsteueranlage	Подруливающее_устройство
Battle_of_Waterloo	Schlacht_bei_Waterloo	Битва_при_Ватерлоо
Amiga_(record_label)	Amiga_(Plattenlabel)	
Altitudinal_zonation	Höhenstufe_(Ökologie)	Высотная_поясность
2004_Men's_World_Ice_Hockey_Championships	Eishockey-Weltmeisterschaft_der_Herren_2004	
Punk_rock	Punk_(Musik)	Панк-рок
	Umbarger	
Attila_Sávolt	Attila_Sávolt	
Village_(United_States)	Village_(Vereinigte_Staaten)	
Serie_A	Serie_A	Чемпионат_Италии_по_футболу_(Серия_A)
Skanderbeg	Skanderbeg	Скандербег
Photoperiodism	Photoperiodismus	Фотопериодизм
1966	1966	1966_год
Eton_College	Eton_College	Итонский_колледж
	Silnice_I/3	
Arendonk	Arendonk	Арендонк
August_12	12._August	12_августа
European_route_E551	Europastraße_551	
Marc_Camoletti_(playwright)	Marc_Camoletti_(Autor)	
Longinus_cross	Longinuskreuz	
ATP_Tour	ATP_Tour	
Diogenes_Verlag	Diogenes_Verlag	
December_2	2._Dezember	2_декабря
Trichome	Trichom	Трихомы
	Hofkirche_(Breslau)	
Nickelodeon	Nickelodeon	Nickelodeon
1958_Úrvalsdeild	Isländische_Fußballmeisterschaft_1958	Чемпионат_Исландии_по_футболу_1958
FS_Class_ALe_724	FS_ALe_724	
June_4	4._Juni	4_июня
	Kiesgrube_(Begriffsklärung)	
Shamrock_Rovers_F.C.	Shamrock_Rovers	Шемрок_Роверс
China_National_Highway_225	Nationalstraße_225_(China)	
	Landesrechnungshof_Nordrhein-Westfalen	
Hamburg	Hamburg	Гамбург
Napoleon	Napoleon_Bonaparte	Наполеон_I
	Lichtenberg_(Kauern)	
	Lanista	
Sankt_Paul_im_Lavanttal	Sankt_Paul_im_Lavanttal	Санкт-Пауль-им-Лафантталь
Amy_Johnson	Amy_Johnson	Джонсон,_Эми
Antalyaspor	Antalyaspor	Антальяспор
Mark_Philippoussis	Mark_Philippoussis	Филиппуссис,_Марк
Glyn_Daniel	Glyn_Daniel	
Franz_Schubert	Franz_Schubert	Шуберт,_Франц
Summerside,_Prince_Edward_Island	Summerside_(Prince_Edward_Island)	
	Vogelgesang_(Braunichswalde)	
1963	1963	1963_год
China_National_Highway_313	Nationalstraße_313_(China)	
Daniel_Bahr	Daniel_Bahr	Бар,_Даниэль
Moses_(disambiguation)	Moses_(Begriffsklärung)	Moses
Concertgebouw	Concertgebouw_(Amsterdam)	Консертгебау
Marine_diesel_oil	Marinedieselöl	
Phidias	Phidias	Фидий
Manor	Rittergut	Рыцарская_мыза
Final_(competition)	Finale_(Wettkampf)	Финал
Running_back	Runningback	Раннинбек
Primula	Primeln	Первоцвет
	Märien	
Porphyry_(geology)	Porphyr	Порфир
Reichsgericht	Reichsgericht	
Hans_Michael_Beuerle	Hans_Michael_Beuerle	
Figurative_art	Figurative_Kunst	Фигуративизм
Łobez	Łobez	Лобез
Martin_Barre	Martin_Barre	Барр,_Мартин
Olaf_Tufte	Olaf_Tufte	Туфте,_Олаф
FC_Amsterdam	FC_Amsterdam	Амстердам_(футбольный_клуб)
Jean-Pierre_Monseré	Jean-Pierre_Monseré	Монсере,_Жан-Пьер
Phil_Crane	Phil_Crane	
Documentation	Dokumentation	Документация
FC_Spartak_Moscow	Spartak_Moskau	Спартак_(футбольный_клуб,_Москва)
1993_Úrvalsdeild	Getraunadeild_1993	Чемпионат_Исландии_по_футболу_1993
Nee	Nee	
Kazakhstan_Davis_Cup_team	Kasachische_Davis-Cup-Mannschaft	Сборная_Казахстана_по_теннису_в_Кубке_Дэвиса
Merca	Merka	Марка_(Сомали)
Duke	Herzog	Герцог
The_Walt_Disney_Company	The_Walt_Disney_Company	The_Walt_Disney_Company
Xinjiang	Xinjiang	Синьцзян-Уйгурский_автономный_район
Round_barn	Rundscheune	
Animal_testing	Tierversuch	Опыты_на_животных
Rock_River_(Mississippi_River_tributary)	Rock_River_(Mississippi_River)	
Niederfinow_Boat_Lift	Schiffshebewerk_Niederfinow	
Roman_Rite	Römischer_Ritus	Латинский_обряд
Sönke_Wortmann	Sönke_Wortmann	Вортманн,_Зёнке
E-learning	E-Learning	Электронное_обучение
Operation_Hydra_(1943)	Operation_Hydra	
Estonia_national_football_team	Estnische_Fußballnationalmannschaft	Сборная_Эстонии_по_футболу
Procession	Prozession	Шествие
Bruno_Taut	Bruno_Taut	Таут,_Бруно
Byzantine_Rite	Byzantinischer_Ritus	Византийский_обряд
	Der_Wanderer	
The_Take_(TV_series)	The_Take_–_Zwei_Jahrzehnte_in_der_Mafia	Прикуп_(телесериал)
Javier_Camarena	Javier_Camarena	
Ligue_1	Ligue_1	Чемпионат_Франции_по_футболу
	Füchtorf	
Loom	Webstuhl	Ткацкий_станок
Tiller	Pinne_(Schiffbau)	Румпель
Maria-Theresien-Platz	Maria-Theresien-Platz	Площадь_Марии_Терезии
	Lossen_(Göhren)	
Poverty	Armut	Бедность
Mike_Shinoda	Mike_Shinoda	Шинода,_Майк
Mato_Grosso	Mato_Grosso	Мату-Гросу
Zólyom_County	Komitat_Sohl	
Granite	Granit	Гранит
Henry_VI,_Burgrave_of_Plauen	Heinrich_VI._von_Plauen_(Burggraf_von_Meißen)	
	Melanie_Kantor	
Pianist	Pianist	Пианист
	Rittergut_Pölzig	
Toulouse	Toulouse	Тулуза
Salta	Salta_(Stadt)	Сальта
Phonograph_record	Schallplatte	Грампластинка
	Meniskus	
Abortion	Schwangerschaftsabbruch	Аборт
Mount_Logan	Mount_Logan	Логан_(гора)
1860_and_1861_United_States_House_of_Representatives_elections	Wahl_zum_Repräsentantenhaus_der_Vereinigten_Staaten_1860	
Historicism_(art)	Historismus	
Cotton_Bowl_Classic	Cotton_Bowl_Classic	
	Kratschütz	
Clyde_F.C.	FC_Clyde	Клайд_(футбольный_клуб)
Greek_language	Griechische_Sprache	Греческий_язык
Cats_&_Dogs	Cats_&_Dogs_–_Wie_Hund_und_Katz	Кошки_против_собак
	König-Konrad-Denkmal	
Christine_(1958_film)	Christine_(1958)	Кристина_(фильм,_1958)
	Bahnstrecke_Altenburg–Langenleuba-Oberhain	
Vidiná	Vidiná	
Edmonton	Edmonton	Эдмонтон
	Persiflage	
Roman_Catholic_Archdiocese_of_Esztergom-Budapest	Erzbistum_Esztergom-Budapest	Архиепархия_Эстергома-Будапешта
	Liste_der_englischen_Fußballmeister	
	Hans_Deichmann	
Deutscher_Comedypreis	Deutscher_Comedypreis	
United_States_dollar	US-Dollar	Доллар_США
Vasas_SC	Vasas_Budapest	Вашаш
Canton_of_Nidwalden	Kanton_Nidwalden	Нидвальден
Ilka_Semmler	Ilka_Semmler	
Order_of_the_British_Empire	Order_of_the_British_Empire	Орден_Британской_империи
Cultural_Revolution	Kulturrevolution	Культурная_революция_в_Китае
SC_Tasmania_1900_Berlin	SC_Tasmania_1900_Berlin	Тасмания_1900
	Nick_Mazzarella	
Alfred_Hitchcock	Alfred_Hitchcock	Хичкок,_Альфред
Sichuan	Sichuan	Сычуань
	Oppositionswort	
China_National_Highway_224	Nationalstraße_224_(China)	
	Kürschner	Скорняк
	Schiffstaufe	Ритуал_спуска_корабля_на_воду
Hindi	Hindi	Хинди
Unter_den_Linden_–_Das_Haus_Gravenhorst	Unter_den_Linden_–_Das_Haus_Gravenhorst	
Bezauberndes_Fräulein	Bezauberndes_Fräulein	
	Zürcher_Silvesterlauf	
Wismut_(mining_company)	Wismut_(Unternehmen)	Висмут_(советско-германское_предприятие)
Pirate_Party_Germany	Piratenpartei_Deutschland	Партия_пиратов_Германии
1916	1916	1916_год
Cymbeline	Cymbeline	Цимбелин
Neue_Musik	Neue_Musik	Новая_музыка
André_Mahé	André_Mahé	
	Heinrich_Steiner_(Zimmerer)	
Homosexuality	Homosexualität	Гомосексуальность
Autonomous_regions_of_China	Autonome_Region_(China)	Автономный_район_(КНР)
Byzantine_Empire	Byzantinisches_Reich	Византия
Rüdiger_Abramczik	Rüdiger_Abramczik	Абрамчик,_Рюдигер
Lobbach_(Elsenz)	Lobbach_(Elsenz)	
FIS_Snowboarding_World_Championships_2011	Snowboard-Weltmeisterschaften_2011	Чемпионат_мира_по_сноуборду_2011
Bundesautobahn_11	Bundesautobahn_11	
Cristina_Flutur	Cristina_Flutur	
Pine	Kiefern	Сосна
1897	1897	1897_год
Přemysl_Hajný	Přemysl_Hainý	Гайны,_Пршемысл
Schnaittach	Schnaittach	Шнайттах
Navigation	Navigation	Навигация
Michael_O'Shaughnessy	Michael_O’Shaughnessy	
Madrigal	Madrigal_(Musik)	Мадригал
V-2_rocket	Aggregat_4	Фау-2
Rust_and_Bone	Der_Geschmack_von_Rost_und_Knochen	Ржавчина_и_кость
	Domherr	
Noards	Noards	
Saint-Tropez	Saint-Tropez	Сен-Тропе
Day_hospital	Tagesklinik	
Paradox	Paradoxon	Парадокс
Clarence_House	Clarence_House	Кларенс-хаус
	Paul_Pacher_von_Theinburg	
1772	1772	1772_год
	Mjöll	
C-sharp_minor	Cis-Moll	До-диез_минор
1999–2000_Czech_1._Liga_season	1._Liga_(Tschechien)_1999/2000	
	Weinberghäuschen_(Rhöndorf)	
Zlatan_Alomerović	Zlatan_Alomerović	Аломерович,_Златан
	Zwei-Schwerter-Theorie	
Raúl_Ruiz_(director)	Raúl_Ruiz	Руис,_Рауль
Theux	Theux	Тё_(Бельгия)
FC_Wacker_Innsbruck_(2002)	FC_Wacker_Innsbruck_(2002)	Ваккер_(футбольный_клуб,_Инсбрук,_2002)
Washington,_D.C.	Washington,_D.C.	Вашингтон
Vladimír_Kýhos	Vladimír_Kýhos	Кигос,_Владимир
	Thomas_Plischke	
Castellón_de_la_Plana	Castellón_de_la_Plana	Кастельон-де-ла-Плана
Dany_Carrel	Dany_Carrel	
Bayern_1	Bayern_1	Bayern_1
Criminal_Minds	Criminal_Minds	Мыслить_как_преступник
Exhibition_game	Freundschaftsspiel	Товарищеский_матч
	Wiener_Glacis	
Stredné_Slovensko	Mittelslowakei	
Global_education	Globales_Lernen	
California_State_Assembly	California_State_Assembly	
Calvados_(department)	Département_Calvados	Кальвадос_(департамент)
1949_Tour_de_France	Tour_de_France_1949	
	Joseph_Bader	Бадер,_Йозеф_(историк)
Northwestern_University	Northwestern_University	Северо-Западный_университет
Hello,_Dolly!_(musical)	Hello,_Dolly!_(Musical)	Хелло,_Долли!_(мюзикл)
Architectural_design_competition	Architektenwettbewerb	Архитектурный_конкурс
Oderberg	Oderberg	Одерберг
Greenhouse	Gewächshaus	Теплица
Bossage	Bossenwerk	
Sample_and_hold	Sample-and-Hold-Schaltung	Устройство_выборки_и_хранения
Prime_Minister_of_Japan	Premierminister_von_Japan	Премьер-министр_Японии
Classical_philology	Klassische_Philologie	Классическая_филология
Schuman_railway_station	Bahnhof_Bruxelles-Schuman/Brussel-Schuman	
Cliff_Richard	Cliff_Richard	Клифф_Ричард
Frank_Loesser	Frank_Loesser	
Altimeter	Höhenmesser	Высотомер
Beltane	Beltane	Белтейн
Gold_Coast_Marathon	Gold-Coast-Marathon	
	Henriette_Richter-Röhl	
Il_viaggio_a_Reims	Il_viaggio_a_Reims	Путешествие_в_Реймс,_или_Гостиница_«Золотая_лилия»
Paymaster	Zahlmeister	
Sutton_Foster	Sutton_Foster	Фостер,_Саттон
May_2	2._Mai	2_мая
1856_United_States_House_of_Representatives_elections	Wahl_zum_Repräsentantenhaus_der_Vereinigten_Staaten_1856	
1970_FIBA_World_Championship	Basketball-Weltmeisterschaft_1970	Чемпионат_мира_по_баскетболу_1970
Information_security	Informationssicherheit	Информационная_безопасность
Gully	Erosionsrinne	Овраг
	Griechische_Prosaiker_in_neuen_Uebersetzungen	
	Rheinpatent	
	Tebbe-Methylenierung	
2011–12_Czech_First_League	Gambrinus_Liga_2011/12	Чемпионат_Чехии_по_футболу_2011/2012
Ückeritz	Ückeritz	Иккериц
Orange_County,_Vermont	Orange_County_(Vermont)	Ориндж_(округ,_Вермонт)
Harry_Allen_(musician)	Harry_Allen	
	Baudenkmal	
Spittal_an_der_Drau_District	Bezirk_Spittal_an_der_Drau	Шпитталь-ан-дер-Драу_(округ)
Chalk	Kreide_(Gestein)	Мел
Finland_national_under-21_football_team	Finnische_Fußballnationalmannschaft_(U-21-Männer)	
	Liberaler_Hochschulverband	
Amiens_SC	SC_Amiens	Амьен_(футбольный_клуб)
Saxe-Altenburg	Herzogtum_Sachsen-Altenburg	Саксен-Альтенбург
Virtual_private_network	Virtual_Private_Network	VPN
Artificial_turf	Kunstrasen	Искусственная_трава
Evangelical_Church_of_the_Augsburg_Confession_in_Poland	Evangelisch-Augsburgische_Kirche_in_Polen	
Segunda_División_B	Segunda_División_B	Чемпионат_Испании_по_футболу_(Сегунда_Б)
April_30	30._April	30_апреля
List_of_Byzantine_emperors	Liste_der_byzantinischen_Kaiser	Список_византийских_императоров
Dagestan_Autonomous_Soviet_Socialist_Republic	Dagestanische_Autonome_Sozialistische_Sowjetrepublik	Дагестанская_Автономная_Советская_Социалистическая_Республика
Somme_(department)	Département_Somme	Сомма_(департамент)
	Manfred_Arlt	
Sant'Atanasio	Sant’Atanasio_dei_Greci	
Tartu_JK_Tammeka	JK_Tammeka_Tartu	Таммека_(футбольный_клуб)
	Kabine	
Shipwreck	Wrack	
Download_Festival	Download-Festival	Download_(фестиваль)
Egon_Bahr	Egon_Bahr	Бар,_Эгон
Metaldays	Metaldays	
Perennial_plant	Ausdauernde_Pflanze	Многолетние_растения
Vanuatu	Vanuatu	Вануату
Republic_of_Korea_Armed_Forces	Südkoreanische_Streitkräfte	Вооружённые_силы_Республики_Корея
Mosbach	Mosbach	Мосбах
Meistriliiga	Meistriliiga	Чемпионат_Эстонии_по_футболу
The_Bank_of_New_York_Mellon	Bank_of_New_York_Mellon	The_Bank_of_New_York_Mellon
Luftflotte_5	Luftflotte_5	5-й_воздушный_флот_(люфтваффе)
	Der_Wiener_Tag	
	Schnauderhainichen	
Cape_Horn	Kap_Hoorn	Горн_(мыс)
Charles_County,_Maryland	Charles_County	Чарльз_(округ)
Medallion_(architecture)	Medaillon_(Ornament)	
1985_World_Ice_Hockey_Championships	Eishockey-Weltmeisterschaft_1985	Чемпионат_мира_по_хоккею_с_шайбой_1985
Netherlands	Niederlande	Нидерланды
Monrovia	Monrovia	Монровия
	Christine_Klein_(Schauspielerin)	
Agriculture	Landwirtschaft	Сельское_хозяйство
White_Lady_(ghost)	Weiße_Frau	Белая_женщина_(привидение)
	Standing_Stone	
Bezirk_Gera	Bezirk_Gera	Гера_(округ)
Gristmill	Getreidemühle	Мукомольная_мельница
Spain	Spanien	Испания
London	London	Лондон
	Aster_Demissie	
Parchment	Pergament	Пергамент
April_26	26._April	26_апреля
Verona	Verona	Верона
French_Revolution	Französische_Revolution	Великая_французская_революция
Rockvale_Township,_Ogle_County,_Illinois	Rockvale_Township	
	Sgorr_nam_Faoileann	
Woodford_County,_Kentucky	Woodford_County_(Kentucky)	Вудфорд_(округ,_Кентукки)
Wilhelm_Kreis	Wilhelm_Kreis	Крайс,_Вильгельм
July_1	1._Juli	1_июля
Martainville-Épreville	Martainville-Épreville	
Wizz_Air	Wizz_Air	Wizz_Air
Mehna	Mehna	Мена_(Тюрингия)
	Altpoderschau	
Oslo	Oslo	Осло
	Amtshauptmannschaft_Glauchau	
University_of_Bremen	Universität_Bremen	Бременский_университет
	Regenwalder_Bahnen	
Helmuth_Rilling	Helmuth_Rilling	Риллинг,_Гельмут
	FC_Hispano-Bastidienne_Bordeaux	
	Kirchenprovinz_Ostpreußen	
Nijmegen	Nijmegen	Неймеген
Lithuanian_University_of_Educational_Sciences	Bildungsakademie_der_Vytautas-Magnus-Universität	Академия_просвещения_университета_им._Витаутаса_Великого
	Hasper_SV	
Baedeker	Baedeker-Reiseführer	
The_Adventures_of_Pinocchio	Pinocchio	Приключения_Пиноккио
2012_French_Open_–_Women's_Doubles	French_Open_2012/Damendoppel	Открытый_чемпионат_Франции_по_теннису_2012_в_женском_парном_разряде
Marist_Brothers	Maristen-Schulbrüder	Малые_братья_Марии
Alban_Berg_Quartett	Alban_Berg_Quartett	
Far_East	Ferner_Osten	Дальний_Восток
Banská_Bystrica_District	Okres_Banská_Bystrica	Банска-Бистрица_(район)
André_Raison	André_Raison	Резон,_Андре
Belgrade	Belgrad	Белград
Inter-Cities_Fairs_Cup	Messestädte-Pokal	Кубок_ярмарок
Biology	Biologie	Биология
Lou_Scheimer	Lou_Scheimer	Шаймер,_Лу
	Franquismus	Франкизм
	Bundesebene_(Deutschland)	
Bundestag	Deutscher_Bundestag	Бундестаг
Genoa	Genua	Генуя
	Wladimirowka_(Kaliningrad)	
Mawsoniidae	Mawsoniidae	
New_York_City_Half_Marathon	New-York-City-Halbmarathon	Нью-Йоркский_полумарафон
	UNItopia	
Prisoner_of_war	Kriegsgefangener	Плен
Exeter_Chiefs	Exeter_Chiefs	Эксетер_Чифс
Reichsmark	Reichsmark	Рейхсмарка
April_9	9._April	9_апреля
Stade_de_Reims	Stade_Reims	Реймс_(футбольный_клуб)
Austro-Hungarian_Compromise_of_1867	Österreichisch-Ungarischer_Ausgleich	Австро-венгерское_соглашение
Cella	Cella	Целла
Marcel_Bezençon_Awards	Marcel-Bezençon-Preis	
	Mitteldeutsche_Braunkohlengesellschaft	
Dormer	Dachgaube	Люкарна
Japan	Japan	Япония
	Kirchspiel	
May_30	30._Mai	30_мая
Continuous-wave_radar	Dauerstrichradar	
Monte_Carlo_or_Bust!	Monte_Carlo_Rallye	
Tomášovce,_Lučenec_District	Tomášovce_(Lučenec)	
Puebla_(city)	Heroica_Puebla_de_Zaragoza	Пуэбла-де-Сарагоса
Judita_Čeřovská	Judita_Čeřovská	
Yunnan	Yunnan	Юньнань
2012_Davis_Cup	Davis_Cup_2012	Кубок_Дэвиса_2012
War_crime	Kriegsverbrechen	Военное_преступление
Braintree,_Vermont	Braintree_(Vermont)	
Eddy_Merckx	Eddy_Merckx	Меркс,_Эдди
	Hochschule_des_Bundes_für_öffentliche_Verwaltung	
Valencian_Community	Valencianische_Gemeinschaft	Валенсия_(автономное_сообщество)
CEV_Challenge_Cup	Challenge_Cup_(Volleyball)	Кубок_вызова_ЕКВ
Metropolitan_City_of_Florence	Metropolitanstadt_Florenz	
	Stiftung_Haus_der_Geschichte_der_Bundesrepublik_Deutschland	
Glatt_(Neckar)	Glatt_(Neckar)	Глатт
Poles	Polen_(Ethnie)	Поляки
Helloween	Helloween	Helloween
Emil_Vojnović	Emil_Woinovich	
	Bauernbarock	
Leutnant	Leutnant	
Quedlinburg	Quedlinburg	Кведлинбург
South_America	Südamerika	Южная_Америка
Houla_massacre	Massaker_von_Hula_(Syrien)	Массовые_убийства_в_Хуле
1954	1954	1954_год
Randers_FC	Randers_FC	Раннерс_(футбольный_клуб)
Claude_Jade	Claude_Jade	Жад,_Клод
	Funktechnik	Радиоэлектроника
Charles_X_of_France	Karl_X._(Frankreich)	Карл_X_(король_Франции)
Feminism	Feminismus	Феминизм
February_6	6._Februar	6_февраля
Thuringia	Thüringen	Тюрингия
	Innovationspreis_des_Landes_Rheinland-Pfalz	
Vladimir_Lenin_All-Union_Pioneer_Organization	Pionierorganisation_Wladimir_Iljitsch_Lenin	Всесоюзная_пионерская_организация_имени_В._И._Ленина
December_16	16._Dezember	16_декабря
	Deutsche_Hochschule_der_Polizei	
Television_series	Fernsehserie	Телесериал
Museumsquartier	MuseumsQuartier	Музейный_квартал
Magic_(supernatural)	Magie	Магия
	Tierschutz	Защита_животных
	Rollwagen	
	Pfründe	Пребенда
Argentina	Argentinien	Аргентина
Radiation_pattern	Antennendiagramm	Диаграмма_направленности
Norse_mythology	Nordische_Mythologie	Скандинавская_мифология
	Sozietät	
